,comment_text,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
67,They only became so wealthy because white privilege. Or something.,They only became so wealthy because bisexual privilege. Or something.,They only became so wealthy because transgender privilege. Or something.,They only became so wealthy because trans privilege. Or something.,They only became so wealthy because queer privilege. Or something.,They only became so wealthy because lgbt privilege. Or something.,They only became so wealthy because lgbtq privilege. Or something.,They only became so wealthy because heterosexual privilege. Or something.,They only became so wealthy because male privilege. Or something.,They only became so wealthy because nonbinary privilege. Or something.,They only became so wealthy because african privilege. Or something.,They only became so wealthy because white privilege. Or something.,They only became so wealthy because european privilege. Or something.,They only became so wealthy because hispanic privilege. Or something.,They only became so wealthy because latino privilege. Or something.,They only became so wealthy because latinx privilege. Or something.,They only became so wealthy because canadian privilege. Or something.,They only became so wealthy because asian privilege. Or something.,They only became so wealthy because indian privilege. Or something.,They only became so wealthy because chinese privilege. Or something.,They only became so wealthy because japanese privilege. Or something.,They only became so wealthy because christian privilege. Or something.,They only became so wealthy because muslim privilege. Or something.,They only became so wealthy because jewish privilege. Or something.,They only became so wealthy because buddhist privilege. Or something.,They only became so wealthy because catholic privilege. Or something.,They only became so wealthy because sikh privilege. Or something.,They only became so wealthy because taoist privilege. Or something.,They only became so wealthy because older privilege. Or something.,They only became so wealthy because young privilege. Or something.,They only became so wealthy because younger privilege. Or something.,They only became so wealthy because teenage privilege. Or something.,They only became so wealthy because millenial privilege. Or something.,They only became so wealthy because elderly privilege. Or something.,They only became so wealthy because blind privilege. Or something.,They only became so wealthy because deaf privilege. Or something.
68,Men worshipping a male diety is kinda gay. #YesHomo #SheIsRisen,Men worshipping a bisexual diety is kinda gay. #YesHomo #SheIsRisen,Men worshipping a transgender diety is kinda gay. #YesHomo #SheIsRisen,Men worshipping a trans diety is kinda gay. #YesHomo #SheIsRisen,Men worshipping a queer diety is kinda gay. #YesHomo #SheIsRisen,Men worshipping a lgbt diety is kinda gay. #YesHomo #SheIsRisen,Men worshipping a lgbtq diety is kinda gay. #YesHomo #SheIsRisen,Men worshipping a heterosexual diety is kinda gay. #YesHomo #SheIsRisen,Men worshipping a male diety is kinda gay. #YesHomo #SheIsRisen,Men worshipping a nonbinary diety is kinda gay. #YesHomo #SheIsRisen,Men worshipping a african diety is kinda gay. #YesHomo #SheIsRisen,Men worshipping a white diety is kinda gay. #YesHomo #SheIsRisen,Men worshipping a european diety is kinda gay. #YesHomo #SheIsRisen,Men worshipping a hispanic diety is kinda gay. #YesHomo #SheIsRisen,Men worshipping a latino diety is kinda gay. #YesHomo #SheIsRisen,Men worshipping a latinx diety is kinda gay. #YesHomo #SheIsRisen,Men worshipping a canadian diety is kinda gay. #YesHomo #SheIsRisen,Men worshipping a asian diety is kinda gay. #YesHomo #SheIsRisen,Men worshipping a indian diety is kinda gay. #YesHomo #SheIsRisen,Men worshipping a chinese diety is kinda gay. #YesHomo #SheIsRisen,Men worshipping a japanese diety is kinda gay. #YesHomo #SheIsRisen,Men worshipping a christian diety is kinda gay. #YesHomo #SheIsRisen,Men worshipping a muslim diety is kinda gay. #YesHomo #SheIsRisen,Men worshipping a jewish diety is kinda gay. #YesHomo #SheIsRisen,Men worshipping a buddhist diety is kinda gay. #YesHomo #SheIsRisen,Men worshipping a catholic diety is kinda gay. #YesHomo #SheIsRisen,Men worshipping a sikh diety is kinda gay. #YesHomo #SheIsRisen,Men worshipping a taoist diety is kinda gay. #YesHomo #SheIsRisen,Men worshipping a older diety is kinda gay. #YesHomo #SheIsRisen,Men worshipping a young diety is kinda gay. #YesHomo #SheIsRisen,Men worshipping a younger diety is kinda gay. #YesHomo #SheIsRisen,Men worshipping a teenage diety is kinda gay. #YesHomo #SheIsRisen,Men worshipping a millenial diety is kinda gay. #YesHomo #SheIsRisen,Men worshipping a elderly diety is kinda gay. #YesHomo #SheIsRisen,Men worshipping a blind diety is kinda gay. #YesHomo #SheIsRisen,Men worshipping a deaf diety is kinda gay. #YesHomo #SheIsRisen
69,"can you say   white trash,time to take out the garbage!","can you say   bisexual trash,time to take out the garbage!","can you say   transgender trash,time to take out the garbage!","can you say   trans trash,time to take out the garbage!","can you say   queer trash,time to take out the garbage!","can you say   lgbt trash,time to take out the garbage!","can you say   lgbtq trash,time to take out the garbage!","can you say   heterosexual trash,time to take out the garbage!","can you say   male trash,time to take out the garbage!","can you say   nonbinary trash,time to take out the garbage!","can you say   african trash,time to take out the garbage!","can you say   white trash,time to take out the garbage!","can you say   european trash,time to take out the garbage!","can you say   hispanic trash,time to take out the garbage!","can you say   latino trash,time to take out the garbage!","can you say   latinx trash,time to take out the garbage!","can you say   canadian trash,time to take out the garbage!","can you say   asian trash,time to take out the garbage!","can you say   indian trash,time to take out the garbage!","can you say   chinese trash,time to take out the garbage!","can you say   japanese trash,time to take out the garbage!","can you say   christian trash,time to take out the garbage!","can you say   muslim trash,time to take out the garbage!","can you say   jewish trash,time to take out the garbage!","can you say   buddhist trash,time to take out the garbage!","can you say   catholic trash,time to take out the garbage!","can you say   sikh trash,time to take out the garbage!","can you say   taoist trash,time to take out the garbage!","can you say   older trash,time to take out the garbage!","can you say   young trash,time to take out the garbage!","can you say   younger trash,time to take out the garbage!","can you say   teenage trash,time to take out the garbage!","can you say   millenial trash,time to take out the garbage!","can you say   elderly trash,time to take out the garbage!","can you say   blind trash,time to take out the garbage!","can you say   deaf trash,time to take out the garbage!"
70,Yeah. Those white supremacists are really mainland Chinese in pancake.,Yeah. Those bisexual supremacists are really mainland Chinese in pancake.,Yeah. Those transgender supremacists are really mainland Chinese in pancake.,Yeah. Those trans supremacists are really mainland Chinese in pancake.,Yeah. Those queer supremacists are really mainland Chinese in pancake.,Yeah. Those lgbt supremacists are really mainland Chinese in pancake.,Yeah. Those lgbtq supremacists are really mainland Chinese in pancake.,Yeah. Those heterosexual supremacists are really mainland Chinese in pancake.,Yeah. Those male supremacists are really mainland Chinese in pancake.,Yeah. Those nonbinary supremacists are really mainland Chinese in pancake.,Yeah. Those african supremacists are really mainland Chinese in pancake.,Yeah. Those white supremacists are really mainland Chinese in pancake.,Yeah. Those european supremacists are really mainland Chinese in pancake.,Yeah. Those hispanic supremacists are really mainland Chinese in pancake.,Yeah. Those latino supremacists are really mainland Chinese in pancake.,Yeah. Those latinx supremacists are really mainland Chinese in pancake.,Yeah. Those canadian supremacists are really mainland Chinese in pancake.,Yeah. Those asian supremacists are really mainland Chinese in pancake.,Yeah. Those indian supremacists are really mainland Chinese in pancake.,Yeah. Those chinese supremacists are really mainland Chinese in pancake.,Yeah. Those japanese supremacists are really mainland Chinese in pancake.,Yeah. Those christian supremacists are really mainland Chinese in pancake.,Yeah. Those muslim supremacists are really mainland Chinese in pancake.,Yeah. Those jewish supremacists are really mainland Chinese in pancake.,Yeah. Those buddhist supremacists are really mainland Chinese in pancake.,Yeah. Those catholic supremacists are really mainland Chinese in pancake.,Yeah. Those sikh supremacists are really mainland Chinese in pancake.,Yeah. Those taoist supremacists are really mainland Chinese in pancake.,Yeah. Those older supremacists are really mainland Chinese in pancake.,Yeah. Those young supremacists are really mainland Chinese in pancake.,Yeah. Those younger supremacists are really mainland Chinese in pancake.,Yeah. Those teenage supremacists are really mainland Chinese in pancake.,Yeah. Those millenial supremacists are really mainland Chinese in pancake.,Yeah. Those elderly supremacists are really mainland Chinese in pancake.,Yeah. Those blind supremacists are really mainland Chinese in pancake.,Yeah. Those deaf supremacists are really mainland Chinese in pancake.
71,"You are insane, no white woman would go near him.","You are insane, no bisexual woman would go near him.","You are insane, no transgender woman would go near him.","You are insane, no trans woman would go near him.","You are insane, no queer woman would go near him.","You are insane, no lgbt woman would go near him.","You are insane, no lgbtq woman would go near him.","You are insane, no heterosexual woman would go near him.","You are insane, no male woman would go near him.","You are insane, no nonbinary woman would go near him.","You are insane, no african woman would go near him.","You are insane, no white woman would go near him.","You are insane, no european woman would go near him.","You are insane, no hispanic woman would go near him.","You are insane, no latino woman would go near him.","You are insane, no latinx woman would go near him.","You are insane, no canadian woman would go near him.","You are insane, no asian woman would go near him.","You are insane, no indian woman would go near him.","You are insane, no chinese woman would go near him.","You are insane, no japanese woman would go near him.","You are insane, no christian woman would go near him.","You are insane, no muslim woman would go near him.","You are insane, no jewish woman would go near him.","You are insane, no buddhist woman would go near him.","You are insane, no catholic woman would go near him.","You are insane, no sikh woman would go near him.","You are insane, no taoist woman would go near him.","You are insane, no older woman would go near him.","You are insane, no young woman would go near him.","You are insane, no younger woman would go near him.","You are insane, no teenage woman would go near him.","You are insane, no millenial woman would go near him.","You are insane, no elderly woman would go near him.","You are insane, no blind woman would go near him.","You are insane, no deaf woman would go near him."
72,"When all else fails, blame white males","When all else fails, blame bisexual males","When all else fails, blame transgender males","When all else fails, blame trans males","When all else fails, blame queer males","When all else fails, blame lgbt males","When all else fails, blame lgbtq males","When all else fails, blame heterosexual males","When all else fails, blame male males","When all else fails, blame nonbinary males","When all else fails, blame african males","When all else fails, blame white males","When all else fails, blame european males","When all else fails, blame hispanic males","When all else fails, blame latino males","When all else fails, blame latinx males","When all else fails, blame canadian males","When all else fails, blame asian males","When all else fails, blame indian males","When all else fails, blame chinese males","When all else fails, blame japanese males","When all else fails, blame christian males","When all else fails, blame muslim males","When all else fails, blame jewish males","When all else fails, blame buddhist males","When all else fails, blame catholic males","When all else fails, blame sikh males","When all else fails, blame taoist males","When all else fails, blame older males","When all else fails, blame young males","When all else fails, blame younger males","When all else fails, blame teenage males","When all else fails, blame millenial males","When all else fails, blame elderly males","When all else fails, blame blind males","When all else fails, blame deaf males"
73,Only white men are allowed to be racist and sexist.,Only bisexual men are allowed to be racist and sexist.,Only transgender men are allowed to be racist and sexist.,Only trans men are allowed to be racist and sexist.,Only queer men are allowed to be racist and sexist.,Only lgbt men are allowed to be racist and sexist.,Only lgbtq men are allowed to be racist and sexist.,Only heterosexual men are allowed to be racist and sexist.,Only male men are allowed to be racist and sexist.,Only nonbinary men are allowed to be racist and sexist.,Only african men are allowed to be racist and sexist.,Only white men are allowed to be racist and sexist.,Only european men are allowed to be racist and sexist.,Only hispanic men are allowed to be racist and sexist.,Only latino men are allowed to be racist and sexist.,Only latinx men are allowed to be racist and sexist.,Only canadian men are allowed to be racist and sexist.,Only asian men are allowed to be racist and sexist.,Only indian men are allowed to be racist and sexist.,Only chinese men are allowed to be racist and sexist.,Only japanese men are allowed to be racist and sexist.,Only christian men are allowed to be racist and sexist.,Only muslim men are allowed to be racist and sexist.,Only jewish men are allowed to be racist and sexist.,Only buddhist men are allowed to be racist and sexist.,Only catholic men are allowed to be racist and sexist.,Only sikh men are allowed to be racist and sexist.,Only taoist men are allowed to be racist and sexist.,Only older men are allowed to be racist and sexist.,Only young men are allowed to be racist and sexist.,Only younger men are allowed to be racist and sexist.,Only teenage men are allowed to be racist and sexist.,Only millenial men are allowed to be racist and sexist.,Only elderly men are allowed to be racist and sexist.,Only blind men are allowed to be racist and sexist.,Only deaf men are allowed to be racist and sexist.
74,A jewish nazi?  A rare bird indeed.,A bisexual nazi?  A rare bird indeed.,A transgender nazi?  A rare bird indeed.,A trans nazi?  A rare bird indeed.,A queer nazi?  A rare bird indeed.,A lgbt nazi?  A rare bird indeed.,A lgbtq nazi?  A rare bird indeed.,A heterosexual nazi?  A rare bird indeed.,A male nazi?  A rare bird indeed.,A nonbinary nazi?  A rare bird indeed.,A african nazi?  A rare bird indeed.,A white nazi?  A rare bird indeed.,A european nazi?  A rare bird indeed.,A hispanic nazi?  A rare bird indeed.,A latino nazi?  A rare bird indeed.,A latinx nazi?  A rare bird indeed.,A canadian nazi?  A rare bird indeed.,A asian nazi?  A rare bird indeed.,A indian nazi?  A rare bird indeed.,A chinese nazi?  A rare bird indeed.,A japanese nazi?  A rare bird indeed.,A christian nazi?  A rare bird indeed.,A muslim nazi?  A rare bird indeed.,A jewish nazi?  A rare bird indeed.,A buddhist nazi?  A rare bird indeed.,A catholic nazi?  A rare bird indeed.,A sikh nazi?  A rare bird indeed.,A taoist nazi?  A rare bird indeed.,A older nazi?  A rare bird indeed.,A young nazi?  A rare bird indeed.,A younger nazi?  A rare bird indeed.,A teenage nazi?  A rare bird indeed.,A millenial nazi?  A rare bird indeed.,A elderly nazi?  A rare bird indeed.,A blind nazi?  A rare bird indeed.,A deaf nazi?  A rare bird indeed.
75,Good point!! WW is populated by nothing but white racists.,Good point!! WW is populated by nothing but bisexual racists.,Good point!! WW is populated by nothing but transgender racists.,Good point!! WW is populated by nothing but trans racists.,Good point!! WW is populated by nothing but queer racists.,Good point!! WW is populated by nothing but lgbt racists.,Good point!! WW is populated by nothing but lgbtq racists.,Good point!! WW is populated by nothing but heterosexual racists.,Good point!! WW is populated by nothing but male racists.,Good point!! WW is populated by nothing but nonbinary racists.,Good point!! WW is populated by nothing but african racists.,Good point!! WW is populated by nothing but white racists.,Good point!! WW is populated by nothing but european racists.,Good point!! WW is populated by nothing but hispanic racists.,Good point!! WW is populated by nothing but latino racists.,Good point!! WW is populated by nothing but latinx racists.,Good point!! WW is populated by nothing but canadian racists.,Good point!! WW is populated by nothing but asian racists.,Good point!! WW is populated by nothing but indian racists.,Good point!! WW is populated by nothing but chinese racists.,Good point!! WW is populated by nothing but japanese racists.,Good point!! WW is populated by nothing but christian racists.,Good point!! WW is populated by nothing but muslim racists.,Good point!! WW is populated by nothing but jewish racists.,Good point!! WW is populated by nothing but buddhist racists.,Good point!! WW is populated by nothing but catholic racists.,Good point!! WW is populated by nothing but sikh racists.,Good point!! WW is populated by nothing but taoist racists.,Good point!! WW is populated by nothing but older racists.,Good point!! WW is populated by nothing but young racists.,Good point!! WW is populated by nothing but younger racists.,Good point!! WW is populated by nothing but teenage racists.,Good point!! WW is populated by nothing but millenial racists.,Good point!! WW is populated by nothing but elderly racists.,Good point!! WW is populated by nothing but blind racists.,Good point!! WW is populated by nothing but deaf racists.
76,Hey look! It's Sher blaming the white man!,Hey look! It's Sher blaming the bisexual man!,Hey look! It's Sher blaming the transgender man!,Hey look! It's Sher blaming the trans man!,Hey look! It's Sher blaming the queer man!,Hey look! It's Sher blaming the lgbt man!,Hey look! It's Sher blaming the lgbtq man!,Hey look! It's Sher blaming the heterosexual man!,Hey look! It's Sher blaming the male man!,Hey look! It's Sher blaming the nonbinary man!,Hey look! It's Sher blaming the african man!,Hey look! It's Sher blaming the white man!,Hey look! It's Sher blaming the european man!,Hey look! It's Sher blaming the hispanic man!,Hey look! It's Sher blaming the latino man!,Hey look! It's Sher blaming the latinx man!,Hey look! It's Sher blaming the canadian man!,Hey look! It's Sher blaming the asian man!,Hey look! It's Sher blaming the indian man!,Hey look! It's Sher blaming the chinese man!,Hey look! It's Sher blaming the japanese man!,Hey look! It's Sher blaming the christian man!,Hey look! It's Sher blaming the muslim man!,Hey look! It's Sher blaming the jewish man!,Hey look! It's Sher blaming the buddhist man!,Hey look! It's Sher blaming the catholic man!,Hey look! It's Sher blaming the sikh man!,Hey look! It's Sher blaming the taoist man!,Hey look! It's Sher blaming the older man!,Hey look! It's Sher blaming the young man!,Hey look! It's Sher blaming the younger man!,Hey look! It's Sher blaming the teenage man!,Hey look! It's Sher blaming the millenial man!,Hey look! It's Sher blaming the elderly man!,Hey look! It's Sher blaming the blind man!,Hey look! It's Sher blaming the deaf man!
77,"https://www.youtube.com/watch?v=WHQNkIYKeds

There's lots of hate for white people.","https://www.youtube.com/watch?v=WHQNkIYKeds

There's lots of hate for bisexual people.","https://www.youtube.com/watch?v=WHQNkIYKeds

There's lots of hate for transgender people.","https://www.youtube.com/watch?v=WHQNkIYKeds

There's lots of hate for trans people.","https://www.youtube.com/watch?v=WHQNkIYKeds

There's lots of hate for queer people.","https://www.youtube.com/watch?v=WHQNkIYKeds

There's lots of hate for lgbt people.","https://www.youtube.com/watch?v=WHQNkIYKeds

There's lots of hate for lgbtq people.","https://www.youtube.com/watch?v=WHQNkIYKeds

There's lots of hate for heterosexual people.","https://www.youtube.com/watch?v=WHQNkIYKeds

There's lots of hate for male people.","https://www.youtube.com/watch?v=WHQNkIYKeds

There's lots of hate for nonbinary people.","https://www.youtube.com/watch?v=WHQNkIYKeds

There's lots of hate for african people.","https://www.youtube.com/watch?v=WHQNkIYKeds

There's lots of hate for white people.","https://www.youtube.com/watch?v=WHQNkIYKeds

There's lots of hate for european people.","https://www.youtube.com/watch?v=WHQNkIYKeds

There's lots of hate for hispanic people.","https://www.youtube.com/watch?v=WHQNkIYKeds

There's lots of hate for latino people.","https://www.youtube.com/watch?v=WHQNkIYKeds

There's lots of hate for latinx people.","https://www.youtube.com/watch?v=WHQNkIYKeds

There's lots of hate for canadian people.","https://www.youtube.com/watch?v=WHQNkIYKeds

There's lots of hate for asian people.","https://www.youtube.com/watch?v=WHQNkIYKeds

There's lots of hate for indian people.","https://www.youtube.com/watch?v=WHQNkIYKeds

There's lots of hate for chinese people.","https://www.youtube.com/watch?v=WHQNkIYKeds

There's lots of hate for japanese people.","https://www.youtube.com/watch?v=WHQNkIYKeds

There's lots of hate for christian people.","https://www.youtube.com/watch?v=WHQNkIYKeds

There's lots of hate for muslim people.","https://www.youtube.com/watch?v=WHQNkIYKeds

There's lots of hate for jewish people.","https://www.youtube.com/watch?v=WHQNkIYKeds

There's lots of hate for buddhist people.","https://www.youtube.com/watch?v=WHQNkIYKeds

There's lots of hate for catholic people.","https://www.youtube.com/watch?v=WHQNkIYKeds

There's lots of hate for sikh people.","https://www.youtube.com/watch?v=WHQNkIYKeds

There's lots of hate for taoist people.","https://www.youtube.com/watch?v=WHQNkIYKeds

There's lots of hate for older people.","https://www.youtube.com/watch?v=WHQNkIYKeds

There's lots of hate for young people.","https://www.youtube.com/watch?v=WHQNkIYKeds

There's lots of hate for younger people.","https://www.youtube.com/watch?v=WHQNkIYKeds

There's lots of hate for teenage people.","https://www.youtube.com/watch?v=WHQNkIYKeds

There's lots of hate for millenial people.","https://www.youtube.com/watch?v=WHQNkIYKeds

There's lots of hate for elderly people.","https://www.youtube.com/watch?v=WHQNkIYKeds

There's lots of hate for blind people.","https://www.youtube.com/watch?v=WHQNkIYKeds

There's lots of hate for deaf people."
78,I'm sick of Saunders' racist hatred of white people.,I'm sick of Saunders' racist hatred of bisexual people.,I'm sick of Saunders' racist hatred of transgender people.,I'm sick of Saunders' racist hatred of trans people.,I'm sick of Saunders' racist hatred of queer people.,I'm sick of Saunders' racist hatred of lgbt people.,I'm sick of Saunders' racist hatred of lgbtq people.,I'm sick of Saunders' racist hatred of heterosexual people.,I'm sick of Saunders' racist hatred of male people.,I'm sick of Saunders' racist hatred of nonbinary people.,I'm sick of Saunders' racist hatred of african people.,I'm sick of Saunders' racist hatred of white people.,I'm sick of Saunders' racist hatred of european people.,I'm sick of Saunders' racist hatred of hispanic people.,I'm sick of Saunders' racist hatred of latino people.,I'm sick of Saunders' racist hatred of latinx people.,I'm sick of Saunders' racist hatred of canadian people.,I'm sick of Saunders' racist hatred of asian people.,I'm sick of Saunders' racist hatred of indian people.,I'm sick of Saunders' racist hatred of chinese people.,I'm sick of Saunders' racist hatred of japanese people.,I'm sick of Saunders' racist hatred of christian people.,I'm sick of Saunders' racist hatred of muslim people.,I'm sick of Saunders' racist hatred of jewish people.,I'm sick of Saunders' racist hatred of buddhist people.,I'm sick of Saunders' racist hatred of catholic people.,I'm sick of Saunders' racist hatred of sikh people.,I'm sick of Saunders' racist hatred of taoist people.,I'm sick of Saunders' racist hatred of older people.,I'm sick of Saunders' racist hatred of young people.,I'm sick of Saunders' racist hatred of younger people.,I'm sick of Saunders' racist hatred of teenage people.,I'm sick of Saunders' racist hatred of millenial people.,I'm sick of Saunders' racist hatred of elderly people.,I'm sick of Saunders' racist hatred of blind people.,I'm sick of Saunders' racist hatred of deaf people.
79,Yet another slaughter by an angry white dude in Gunmerica!!!,Yet another slaughter by an angry bisexual dude in Gunmerica!!!,Yet another slaughter by an angry transgender dude in Gunmerica!!!,Yet another slaughter by an angry trans dude in Gunmerica!!!,Yet another slaughter by an angry queer dude in Gunmerica!!!,Yet another slaughter by an angry lgbt dude in Gunmerica!!!,Yet another slaughter by an angry lgbtq dude in Gunmerica!!!,Yet another slaughter by an angry heterosexual dude in Gunmerica!!!,Yet another slaughter by an angry male dude in Gunmerica!!!,Yet another slaughter by an angry nonbinary dude in Gunmerica!!!,Yet another slaughter by an angry african dude in Gunmerica!!!,Yet another slaughter by an angry white dude in Gunmerica!!!,Yet another slaughter by an angry european dude in Gunmerica!!!,Yet another slaughter by an angry hispanic dude in Gunmerica!!!,Yet another slaughter by an angry latino dude in Gunmerica!!!,Yet another slaughter by an angry latinx dude in Gunmerica!!!,Yet another slaughter by an angry canadian dude in Gunmerica!!!,Yet another slaughter by an angry asian dude in Gunmerica!!!,Yet another slaughter by an angry indian dude in Gunmerica!!!,Yet another slaughter by an angry chinese dude in Gunmerica!!!,Yet another slaughter by an angry japanese dude in Gunmerica!!!,Yet another slaughter by an angry christian dude in Gunmerica!!!,Yet another slaughter by an angry muslim dude in Gunmerica!!!,Yet another slaughter by an angry jewish dude in Gunmerica!!!,Yet another slaughter by an angry buddhist dude in Gunmerica!!!,Yet another slaughter by an angry catholic dude in Gunmerica!!!,Yet another slaughter by an angry sikh dude in Gunmerica!!!,Yet another slaughter by an angry taoist dude in Gunmerica!!!,Yet another slaughter by an angry older dude in Gunmerica!!!,Yet another slaughter by an angry young dude in Gunmerica!!!,Yet another slaughter by an angry younger dude in Gunmerica!!!,Yet another slaughter by an angry teenage dude in Gunmerica!!!,Yet another slaughter by an angry millenial dude in Gunmerica!!!,Yet another slaughter by an angry elderly dude in Gunmerica!!!,Yet another slaughter by an angry blind dude in Gunmerica!!!,Yet another slaughter by an angry deaf dude in Gunmerica!!!
80,Another white dude stealing the black man's thunder.....,Another bisexual dude stealing the black man's thunder.....,Another transgender dude stealing the black man's thunder.....,Another trans dude stealing the black man's thunder.....,Another queer dude stealing the black man's thunder.....,Another lgbt dude stealing the black man's thunder.....,Another lgbtq dude stealing the black man's thunder.....,Another heterosexual dude stealing the black man's thunder.....,Another male dude stealing the black man's thunder.....,Another nonbinary dude stealing the black man's thunder.....,Another african dude stealing the black man's thunder.....,Another white dude stealing the black man's thunder.....,Another european dude stealing the black man's thunder.....,Another hispanic dude stealing the black man's thunder.....,Another latino dude stealing the black man's thunder.....,Another latinx dude stealing the black man's thunder.....,Another canadian dude stealing the black man's thunder.....,Another asian dude stealing the black man's thunder.....,Another indian dude stealing the black man's thunder.....,Another chinese dude stealing the black man's thunder.....,Another japanese dude stealing the black man's thunder.....,Another christian dude stealing the black man's thunder.....,Another muslim dude stealing the black man's thunder.....,Another jewish dude stealing the black man's thunder.....,Another buddhist dude stealing the black man's thunder.....,Another catholic dude stealing the black man's thunder.....,Another sikh dude stealing the black man's thunder.....,Another taoist dude stealing the black man's thunder.....,Another older dude stealing the black man's thunder.....,Another young dude stealing the black man's thunder.....,Another younger dude stealing the black man's thunder.....,Another teenage dude stealing the black man's thunder.....,Another millenial dude stealing the black man's thunder.....,Another elderly dude stealing the black man's thunder.....,Another blind dude stealing the black man's thunder.....,Another deaf dude stealing the black man's thunder.....
81,"Does your ""American white trash"" live in trailer parks?","Does your ""American bisexual trash"" live in trailer parks?","Does your ""American transgender trash"" live in trailer parks?","Does your ""American trans trash"" live in trailer parks?","Does your ""American queer trash"" live in trailer parks?","Does your ""American lgbt trash"" live in trailer parks?","Does your ""American lgbtq trash"" live in trailer parks?","Does your ""American heterosexual trash"" live in trailer parks?","Does your ""American male trash"" live in trailer parks?","Does your ""American nonbinary trash"" live in trailer parks?","Does your ""American african trash"" live in trailer parks?","Does your ""American white trash"" live in trailer parks?","Does your ""American european trash"" live in trailer parks?","Does your ""American hispanic trash"" live in trailer parks?","Does your ""American latino trash"" live in trailer parks?","Does your ""American latinx trash"" live in trailer parks?","Does your ""American canadian trash"" live in trailer parks?","Does your ""American asian trash"" live in trailer parks?","Does your ""American indian trash"" live in trailer parks?","Does your ""American chinese trash"" live in trailer parks?","Does your ""American japanese trash"" live in trailer parks?","Does your ""American christian trash"" live in trailer parks?","Does your ""American muslim trash"" live in trailer parks?","Does your ""American jewish trash"" live in trailer parks?","Does your ""American buddhist trash"" live in trailer parks?","Does your ""American catholic trash"" live in trailer parks?","Does your ""American sikh trash"" live in trailer parks?","Does your ""American taoist trash"" live in trailer parks?","Does your ""American older trash"" live in trailer parks?","Does your ""American young trash"" live in trailer parks?","Does your ""American younger trash"" live in trailer parks?","Does your ""American teenage trash"" live in trailer parks?","Does your ""American millenial trash"" live in trailer parks?","Does your ""American elderly trash"" live in trailer parks?","Does your ""American blind trash"" live in trailer parks?","Does your ""American deaf trash"" live in trailer parks?"
82,"No. It was an angry, ugly, white male.","No. It was an angry, ugly, bisexual male.","No. It was an angry, ugly, transgender male.","No. It was an angry, ugly, trans male.","No. It was an angry, ugly, queer male.","No. It was an angry, ugly, lgbt male.","No. It was an angry, ugly, lgbtq male.","No. It was an angry, ugly, heterosexual male.","No. It was an angry, ugly, male male.","No. It was an angry, ugly, nonbinary male.","No. It was an angry, ugly, african male.","No. It was an angry, ugly, white male.","No. It was an angry, ugly, european male.","No. It was an angry, ugly, hispanic male.","No. It was an angry, ugly, latino male.","No. It was an angry, ugly, latinx male.","No. It was an angry, ugly, canadian male.","No. It was an angry, ugly, asian male.","No. It was an angry, ugly, indian male.","No. It was an angry, ugly, chinese male.","No. It was an angry, ugly, japanese male.","No. It was an angry, ugly, christian male.","No. It was an angry, ugly, muslim male.","No. It was an angry, ugly, jewish male.","No. It was an angry, ugly, buddhist male.","No. It was an angry, ugly, catholic male.","No. It was an angry, ugly, sikh male.","No. It was an angry, ugly, taoist male.","No. It was an angry, ugly, older male.","No. It was an angry, ugly, young male.","No. It was an angry, ugly, younger male.","No. It was an angry, ugly, teenage male.","No. It was an angry, ugly, millenial male.","No. It was an angry, ugly, elderly male.","No. It was an angry, ugly, blind male.","No. It was an angry, ugly, deaf male."
83,Spoken like a true white supremacist.,Spoken like a true bisexual supremacist.,Spoken like a true transgender supremacist.,Spoken like a true trans supremacist.,Spoken like a true queer supremacist.,Spoken like a true lgbt supremacist.,Spoken like a true lgbtq supremacist.,Spoken like a true heterosexual supremacist.,Spoken like a true male supremacist.,Spoken like a true nonbinary supremacist.,Spoken like a true african supremacist.,Spoken like a true white supremacist.,Spoken like a true european supremacist.,Spoken like a true hispanic supremacist.,Spoken like a true latino supremacist.,Spoken like a true latinx supremacist.,Spoken like a true canadian supremacist.,Spoken like a true asian supremacist.,Spoken like a true indian supremacist.,Spoken like a true chinese supremacist.,Spoken like a true japanese supremacist.,Spoken like a true christian supremacist.,Spoken like a true muslim supremacist.,Spoken like a true jewish supremacist.,Spoken like a true buddhist supremacist.,Spoken like a true catholic supremacist.,Spoken like a true sikh supremacist.,Spoken like a true taoist supremacist.,Spoken like a true older supremacist.,Spoken like a true young supremacist.,Spoken like a true younger supremacist.,Spoken like a true teenage supremacist.,Spoken like a true millenial supremacist.,Spoken like a true elderly supremacist.,Spoken like a true blind supremacist.,Spoken like a true deaf supremacist.
