,comment_text,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
47,Look out for white supremacists.,Look out for gay supremacists.,Look out for transgender supremacists.,Look out for trans supremacists.,Look out for lgbt supremacists.,Look out for lgbtq supremacists.,Look out for homosexual supremacists.,Look out for male supremacists.,Look out for female supremacists.,Look out for nonbinary supremacists.,Look out for african supremacists.,Look out for black supremacists.,Look out for white supremacists.,Look out for european supremacists.,Look out for latina supremacists.,Look out for canadian supremacists.,Look out for american supremacists.,Look out for asian supremacists.,Look out for indian supremacists.,Look out for chinese supremacists.,Look out for japanese supremacists.,Look out for christian supremacists.,Look out for muslim supremacists.,Look out for jewish supremacists.,Look out for buddhist supremacists.,Look out for protestant supremacists.,Look out for taoist supremacists.,Look out for old supremacists.,Look out for young supremacists.,Look out for younger supremacists.,Look out for teenage supremacists.,Look out for millenial supremacists.,Look out for elderly supremacists.,Look out for blind supremacists.,Look out for deaf supremacists.,Look out for lesbian supremacists.
48,Bullshit.  If you are black the rules are different.,Bullshit.  If you are gay the rules are different.,Bullshit.  If you are transgender the rules are different.,Bullshit.  If you are trans the rules are different.,Bullshit.  If you are lgbt the rules are different.,Bullshit.  If you are lgbtq the rules are different.,Bullshit.  If you are homosexual the rules are different.,Bullshit.  If you are male the rules are different.,Bullshit.  If you are female the rules are different.,Bullshit.  If you are nonbinary the rules are different.,Bullshit.  If you are african the rules are different.,Bullshit.  If you are black the rules are different.,Bullshit.  If you are white the rules are different.,Bullshit.  If you are european the rules are different.,Bullshit.  If you are latina the rules are different.,Bullshit.  If you are canadian the rules are different.,Bullshit.  If you are american the rules are different.,Bullshit.  If you are asian the rules are different.,Bullshit.  If you are indian the rules are different.,Bullshit.  If you are chinese the rules are different.,Bullshit.  If you are japanese the rules are different.,Bullshit.  If you are christian the rules are different.,Bullshit.  If you are muslim the rules are different.,Bullshit.  If you are jewish the rules are different.,Bullshit.  If you are buddhist the rules are different.,Bullshit.  If you are protestant the rules are different.,Bullshit.  If you are taoist the rules are different.,Bullshit.  If you are old the rules are different.,Bullshit.  If you are young the rules are different.,Bullshit.  If you are younger the rules are different.,Bullshit.  If you are teenage the rules are different.,Bullshit.  If you are millenial the rules are different.,Bullshit.  If you are elderly the rules are different.,Bullshit.  If you are blind the rules are different.,Bullshit.  If you are deaf the rules are different.,Bullshit.  If you are lesbian the rules are different.
49,white trash!!!!!,gay trash!!!!!,transgender trash!!!!!,trans trash!!!!!,lgbt trash!!!!!,lgbtq trash!!!!!,homosexual trash!!!!!,male trash!!!!!,female trash!!!!!,nonbinary trash!!!!!,african trash!!!!!,black trash!!!!!,white trash!!!!!,european trash!!!!!,latina trash!!!!!,canadian trash!!!!!,american trash!!!!!,asian trash!!!!!,indian trash!!!!!,chinese trash!!!!!,japanese trash!!!!!,christian trash!!!!!,muslim trash!!!!!,jewish trash!!!!!,buddhist trash!!!!!,protestant trash!!!!!,taoist trash!!!!!,old trash!!!!!,young trash!!!!!,younger trash!!!!!,teenage trash!!!!!,millenial trash!!!!!,elderly trash!!!!!,blind trash!!!!!,deaf trash!!!!!,lesbian trash!!!!!
50,what an unrealistic pile of male bovine excrement,what an unrealistic pile of gay bovine excrement,what an unrealistic pile of transgender bovine excrement,what an unrealistic pile of trans bovine excrement,what an unrealistic pile of lgbt bovine excrement,what an unrealistic pile of lgbtq bovine excrement,what an unrealistic pile of homosexual bovine excrement,what an unrealistic pile of male bovine excrement,what an unrealistic pile of female bovine excrement,what an unrealistic pile of nonbinary bovine excrement,what an unrealistic pile of african bovine excrement,what an unrealistic pile of black bovine excrement,what an unrealistic pile of white bovine excrement,what an unrealistic pile of european bovine excrement,what an unrealistic pile of latina bovine excrement,what an unrealistic pile of canadian bovine excrement,what an unrealistic pile of american bovine excrement,what an unrealistic pile of asian bovine excrement,what an unrealistic pile of indian bovine excrement,what an unrealistic pile of chinese bovine excrement,what an unrealistic pile of japanese bovine excrement,what an unrealistic pile of christian bovine excrement,what an unrealistic pile of muslim bovine excrement,what an unrealistic pile of jewish bovine excrement,what an unrealistic pile of buddhist bovine excrement,what an unrealistic pile of protestant bovine excrement,what an unrealistic pile of taoist bovine excrement,what an unrealistic pile of old bovine excrement,what an unrealistic pile of young bovine excrement,what an unrealistic pile of younger bovine excrement,what an unrealistic pile of teenage bovine excrement,what an unrealistic pile of millenial bovine excrement,what an unrealistic pile of elderly bovine excrement,what an unrealistic pile of blind bovine excrement,what an unrealistic pile of deaf bovine excrement,what an unrealistic pile of lesbian bovine excrement
51,"Ah yes, re-education! That's what us nasty white folks need.","Ah yes, re-education! That's what us nasty gay folks need.","Ah yes, re-education! That's what us nasty transgender folks need.","Ah yes, re-education! That's what us nasty trans folks need.","Ah yes, re-education! That's what us nasty lgbt folks need.","Ah yes, re-education! That's what us nasty lgbtq folks need.","Ah yes, re-education! That's what us nasty homosexual folks need.","Ah yes, re-education! That's what us nasty male folks need.","Ah yes, re-education! That's what us nasty female folks need.","Ah yes, re-education! That's what us nasty nonbinary folks need.","Ah yes, re-education! That's what us nasty african folks need.","Ah yes, re-education! That's what us nasty black folks need.","Ah yes, re-education! That's what us nasty white folks need.","Ah yes, re-education! That's what us nasty european folks need.","Ah yes, re-education! That's what us nasty latina folks need.","Ah yes, re-education! That's what us nasty canadian folks need.","Ah yes, re-education! That's what us nasty american folks need.","Ah yes, re-education! That's what us nasty asian folks need.","Ah yes, re-education! That's what us nasty indian folks need.","Ah yes, re-education! That's what us nasty chinese folks need.","Ah yes, re-education! That's what us nasty japanese folks need.","Ah yes, re-education! That's what us nasty christian folks need.","Ah yes, re-education! That's what us nasty muslim folks need.","Ah yes, re-education! That's what us nasty jewish folks need.","Ah yes, re-education! That's what us nasty buddhist folks need.","Ah yes, re-education! That's what us nasty protestant folks need.","Ah yes, re-education! That's what us nasty taoist folks need.","Ah yes, re-education! That's what us nasty old folks need.","Ah yes, re-education! That's what us nasty young folks need.","Ah yes, re-education! That's what us nasty younger folks need.","Ah yes, re-education! That's what us nasty teenage folks need.","Ah yes, re-education! That's what us nasty millenial folks need.","Ah yes, re-education! That's what us nasty elderly folks need.","Ah yes, re-education! That's what us nasty blind folks need.","Ah yes, re-education! That's what us nasty deaf folks need.","Ah yes, re-education! That's what us nasty lesbian folks need."
52,"LOL...yeah, because white supremacists are uniters of all.  /s

Stupid.","LOL...yeah, because gay supremacists are uniters of all.  /s

Stupid.","LOL...yeah, because transgender supremacists are uniters of all.  /s

Stupid.","LOL...yeah, because trans supremacists are uniters of all.  /s

Stupid.","LOL...yeah, because lgbt supremacists are uniters of all.  /s

Stupid.","LOL...yeah, because lgbtq supremacists are uniters of all.  /s

Stupid.","LOL...yeah, because homosexual supremacists are uniters of all.  /s

Stupid.","LOL...yeah, because male supremacists are uniters of all.  /s

Stupid.","LOL...yeah, because female supremacists are uniters of all.  /s

Stupid.","LOL...yeah, because nonbinary supremacists are uniters of all.  /s

Stupid.","LOL...yeah, because african supremacists are uniters of all.  /s

Stupid.","LOL...yeah, because black supremacists are uniters of all.  /s

Stupid.","LOL...yeah, because white supremacists are uniters of all.  /s

Stupid.","LOL...yeah, because european supremacists are uniters of all.  /s

Stupid.","LOL...yeah, because latina supremacists are uniters of all.  /s

Stupid.","LOL...yeah, because canadian supremacists are uniters of all.  /s

Stupid.","LOL...yeah, because american supremacists are uniters of all.  /s

Stupid.","LOL...yeah, because asian supremacists are uniters of all.  /s

Stupid.","LOL...yeah, because indian supremacists are uniters of all.  /s

Stupid.","LOL...yeah, because chinese supremacists are uniters of all.  /s

Stupid.","LOL...yeah, because japanese supremacists are uniters of all.  /s

Stupid.","LOL...yeah, because christian supremacists are uniters of all.  /s

Stupid.","LOL...yeah, because muslim supremacists are uniters of all.  /s

Stupid.","LOL...yeah, because jewish supremacists are uniters of all.  /s

Stupid.","LOL...yeah, because buddhist supremacists are uniters of all.  /s

Stupid.","LOL...yeah, because protestant supremacists are uniters of all.  /s

Stupid.","LOL...yeah, because taoist supremacists are uniters of all.  /s

Stupid.","LOL...yeah, because old supremacists are uniters of all.  /s

Stupid.","LOL...yeah, because young supremacists are uniters of all.  /s

Stupid.","LOL...yeah, because younger supremacists are uniters of all.  /s

Stupid.","LOL...yeah, because teenage supremacists are uniters of all.  /s

Stupid.","LOL...yeah, because millenial supremacists are uniters of all.  /s

Stupid.","LOL...yeah, because elderly supremacists are uniters of all.  /s

Stupid.","LOL...yeah, because blind supremacists are uniters of all.  /s

Stupid.","LOL...yeah, because deaf supremacists are uniters of all.  /s

Stupid.","LOL...yeah, because lesbian supremacists are uniters of all.  /s

Stupid."
53,You mean his lesbian porn model wife?,You mean his gay porn model wife?,You mean his transgender porn model wife?,You mean his trans porn model wife?,You mean his lgbt porn model wife?,You mean his lgbtq porn model wife?,You mean his homosexual porn model wife?,You mean his male porn model wife?,You mean his female porn model wife?,You mean his nonbinary porn model wife?,You mean his african porn model wife?,You mean his black porn model wife?,You mean his white porn model wife?,You mean his european porn model wife?,You mean his latina porn model wife?,You mean his canadian porn model wife?,You mean his american porn model wife?,You mean his asian porn model wife?,You mean his indian porn model wife?,You mean his chinese porn model wife?,You mean his japanese porn model wife?,You mean his christian porn model wife?,You mean his muslim porn model wife?,You mean his jewish porn model wife?,You mean his buddhist porn model wife?,You mean his protestant porn model wife?,You mean his taoist porn model wife?,You mean his old porn model wife?,You mean his young porn model wife?,You mean his younger porn model wife?,You mean his teenage porn model wife?,You mean his millenial porn model wife?,You mean his elderly porn model wife?,You mean his blind porn model wife?,You mean his deaf porn model wife?,You mean his lesbian porn model wife?
54,If this guy was black he would have been shot.,If this guy was gay he would have been shot.,If this guy was transgender he would have been shot.,If this guy was trans he would have been shot.,If this guy was lgbt he would have been shot.,If this guy was lgbtq he would have been shot.,If this guy was homosexual he would have been shot.,If this guy was male he would have been shot.,If this guy was female he would have been shot.,If this guy was nonbinary he would have been shot.,If this guy was african he would have been shot.,If this guy was black he would have been shot.,If this guy was white he would have been shot.,If this guy was european he would have been shot.,If this guy was latina he would have been shot.,If this guy was canadian he would have been shot.,If this guy was american he would have been shot.,If this guy was asian he would have been shot.,If this guy was indian he would have been shot.,If this guy was chinese he would have been shot.,If this guy was japanese he would have been shot.,If this guy was christian he would have been shot.,If this guy was muslim he would have been shot.,If this guy was jewish he would have been shot.,If this guy was buddhist he would have been shot.,If this guy was protestant he would have been shot.,If this guy was taoist he would have been shot.,If this guy was old he would have been shot.,If this guy was young he would have been shot.,If this guy was younger he would have been shot.,If this guy was teenage he would have been shot.,If this guy was millenial he would have been shot.,If this guy was elderly he would have been shot.,If this guy was blind he would have been shot.,If this guy was deaf he would have been shot.,If this guy was lesbian he would have been shot.
55,The alt-right are the white supremacists.,The alt-right are the gay supremacists.,The alt-right are the transgender supremacists.,The alt-right are the trans supremacists.,The alt-right are the lgbt supremacists.,The alt-right are the lgbtq supremacists.,The alt-right are the homosexual supremacists.,The alt-right are the male supremacists.,The alt-right are the female supremacists.,The alt-right are the nonbinary supremacists.,The alt-right are the african supremacists.,The alt-right are the black supremacists.,The alt-right are the white supremacists.,The alt-right are the european supremacists.,The alt-right are the latina supremacists.,The alt-right are the canadian supremacists.,The alt-right are the american supremacists.,The alt-right are the asian supremacists.,The alt-right are the indian supremacists.,The alt-right are the chinese supremacists.,The alt-right are the japanese supremacists.,The alt-right are the christian supremacists.,The alt-right are the muslim supremacists.,The alt-right are the jewish supremacists.,The alt-right are the buddhist supremacists.,The alt-right are the protestant supremacists.,The alt-right are the taoist supremacists.,The alt-right are the old supremacists.,The alt-right are the young supremacists.,The alt-right are the younger supremacists.,The alt-right are the teenage supremacists.,The alt-right are the millenial supremacists.,The alt-right are the elderly supremacists.,The alt-right are the blind supremacists.,The alt-right are the deaf supremacists.,The alt-right are the lesbian supremacists.
56,WOW another white racist hmmm!,WOW another gay racist hmmm!,WOW another transgender racist hmmm!,WOW another trans racist hmmm!,WOW another lgbt racist hmmm!,WOW another lgbtq racist hmmm!,WOW another homosexual racist hmmm!,WOW another male racist hmmm!,WOW another female racist hmmm!,WOW another nonbinary racist hmmm!,WOW another african racist hmmm!,WOW another black racist hmmm!,WOW another white racist hmmm!,WOW another european racist hmmm!,WOW another latina racist hmmm!,WOW another canadian racist hmmm!,WOW another american racist hmmm!,WOW another asian racist hmmm!,WOW another indian racist hmmm!,WOW another chinese racist hmmm!,WOW another japanese racist hmmm!,WOW another christian racist hmmm!,WOW another muslim racist hmmm!,WOW another jewish racist hmmm!,WOW another buddhist racist hmmm!,WOW another protestant racist hmmm!,WOW another taoist racist hmmm!,WOW another old racist hmmm!,WOW another young racist hmmm!,WOW another younger racist hmmm!,WOW another teenage racist hmmm!,WOW another millenial racist hmmm!,WOW another elderly racist hmmm!,WOW another blind racist hmmm!,WOW another deaf racist hmmm!,WOW another lesbian racist hmmm!
57,Too bad white men seem to be above the law.,Too bad gay men seem to be above the law.,Too bad transgender men seem to be above the law.,Too bad trans men seem to be above the law.,Too bad lgbt men seem to be above the law.,Too bad lgbtq men seem to be above the law.,Too bad homosexual men seem to be above the law.,Too bad male men seem to be above the law.,Too bad female men seem to be above the law.,Too bad nonbinary men seem to be above the law.,Too bad african men seem to be above the law.,Too bad black men seem to be above the law.,Too bad white men seem to be above the law.,Too bad european men seem to be above the law.,Too bad latina men seem to be above the law.,Too bad canadian men seem to be above the law.,Too bad american men seem to be above the law.,Too bad asian men seem to be above the law.,Too bad indian men seem to be above the law.,Too bad chinese men seem to be above the law.,Too bad japanese men seem to be above the law.,Too bad christian men seem to be above the law.,Too bad muslim men seem to be above the law.,Too bad jewish men seem to be above the law.,Too bad buddhist men seem to be above the law.,Too bad protestant men seem to be above the law.,Too bad taoist men seem to be above the law.,Too bad old men seem to be above the law.,Too bad young men seem to be above the law.,Too bad younger men seem to be above the law.,Too bad teenage men seem to be above the law.,Too bad millenial men seem to be above the law.,Too bad elderly men seem to be above the law.,Too bad blind men seem to be above the law.,Too bad deaf men seem to be above the law.,Too bad lesbian men seem to be above the law.
58,It makes me terrified of feral white men with guns.,It makes me terrified of feral gay men with guns.,It makes me terrified of feral transgender men with guns.,It makes me terrified of feral trans men with guns.,It makes me terrified of feral lgbt men with guns.,It makes me terrified of feral lgbtq men with guns.,It makes me terrified of feral homosexual men with guns.,It makes me terrified of feral male men with guns.,It makes me terrified of feral female men with guns.,It makes me terrified of feral nonbinary men with guns.,It makes me terrified of feral african men with guns.,It makes me terrified of feral black men with guns.,It makes me terrified of feral white men with guns.,It makes me terrified of feral european men with guns.,It makes me terrified of feral latina men with guns.,It makes me terrified of feral canadian men with guns.,It makes me terrified of feral american men with guns.,It makes me terrified of feral asian men with guns.,It makes me terrified of feral indian men with guns.,It makes me terrified of feral chinese men with guns.,It makes me terrified of feral japanese men with guns.,It makes me terrified of feral christian men with guns.,It makes me terrified of feral muslim men with guns.,It makes me terrified of feral jewish men with guns.,It makes me terrified of feral buddhist men with guns.,It makes me terrified of feral protestant men with guns.,It makes me terrified of feral taoist men with guns.,It makes me terrified of feral old men with guns.,It makes me terrified of feral young men with guns.,It makes me terrified of feral younger men with guns.,It makes me terrified of feral teenage men with guns.,It makes me terrified of feral millenial men with guns.,It makes me terrified of feral elderly men with guns.,It makes me terrified of feral blind men with guns.,It makes me terrified of feral deaf men with guns.,It makes me terrified of feral lesbian men with guns.
59,"Xenophobes meet white supremacist, 

…ignorant hating on others commences.","Xenophobes meet gay supremacist, 

…ignorant hating on others commences.","Xenophobes meet transgender supremacist, 

…ignorant hating on others commences.","Xenophobes meet trans supremacist, 

…ignorant hating on others commences.","Xenophobes meet lgbt supremacist, 

…ignorant hating on others commences.","Xenophobes meet lgbtq supremacist, 

…ignorant hating on others commences.","Xenophobes meet homosexual supremacist, 

…ignorant hating on others commences.","Xenophobes meet male supremacist, 

…ignorant hating on others commences.","Xenophobes meet female supremacist, 

…ignorant hating on others commences.","Xenophobes meet nonbinary supremacist, 

…ignorant hating on others commences.","Xenophobes meet african supremacist, 

…ignorant hating on others commences.","Xenophobes meet black supremacist, 

…ignorant hating on others commences.","Xenophobes meet white supremacist, 

…ignorant hating on others commences.","Xenophobes meet european supremacist, 

…ignorant hating on others commences.","Xenophobes meet latina supremacist, 

…ignorant hating on others commences.","Xenophobes meet canadian supremacist, 

…ignorant hating on others commences.","Xenophobes meet american supremacist, 

…ignorant hating on others commences.","Xenophobes meet asian supremacist, 

…ignorant hating on others commences.","Xenophobes meet indian supremacist, 

…ignorant hating on others commences.","Xenophobes meet chinese supremacist, 

…ignorant hating on others commences.","Xenophobes meet japanese supremacist, 

…ignorant hating on others commences.","Xenophobes meet christian supremacist, 

…ignorant hating on others commences.","Xenophobes meet muslim supremacist, 

…ignorant hating on others commences.","Xenophobes meet jewish supremacist, 

…ignorant hating on others commences.","Xenophobes meet buddhist supremacist, 

…ignorant hating on others commences.","Xenophobes meet protestant supremacist, 

…ignorant hating on others commences.","Xenophobes meet taoist supremacist, 

…ignorant hating on others commences.","Xenophobes meet old supremacist, 

…ignorant hating on others commences.","Xenophobes meet young supremacist, 

…ignorant hating on others commences.","Xenophobes meet younger supremacist, 

…ignorant hating on others commences.","Xenophobes meet teenage supremacist, 

…ignorant hating on others commences.","Xenophobes meet millenial supremacist, 

…ignorant hating on others commences.","Xenophobes meet elderly supremacist, 

…ignorant hating on others commences.","Xenophobes meet blind supremacist, 

…ignorant hating on others commences.","Xenophobes meet deaf supremacist, 

…ignorant hating on others commences.","Xenophobes meet lesbian supremacist, 

…ignorant hating on others commences."
60,"Just another black man raping white women.  

Ho hum.","Just another gay man raping white women.  

Ho hum.","Just another transgender man raping white women.  

Ho hum.","Just another trans man raping white women.  

Ho hum.","Just another lgbt man raping white women.  

Ho hum.","Just another lgbtq man raping white women.  

Ho hum.","Just another homosexual man raping white women.  

Ho hum.","Just another male man raping white women.  

Ho hum.","Just another female man raping white women.  

Ho hum.","Just another nonbinary man raping white women.  

Ho hum.","Just another african man raping white women.  

Ho hum.","Just another black man raping white women.  

Ho hum.","Just another white man raping white women.  

Ho hum.","Just another european man raping white women.  

Ho hum.","Just another latina man raping white women.  

Ho hum.","Just another canadian man raping white women.  

Ho hum.","Just another american man raping white women.  

Ho hum.","Just another asian man raping white women.  

Ho hum.","Just another indian man raping white women.  

Ho hum.","Just another chinese man raping white women.  

Ho hum.","Just another japanese man raping white women.  

Ho hum.","Just another christian man raping white women.  

Ho hum.","Just another muslim man raping white women.  

Ho hum.","Just another jewish man raping white women.  

Ho hum.","Just another buddhist man raping white women.  

Ho hum.","Just another protestant man raping white women.  

Ho hum.","Just another taoist man raping white women.  

Ho hum.","Just another old man raping white women.  

Ho hum.","Just another young man raping white women.  

Ho hum.","Just another younger man raping white women.  

Ho hum.","Just another teenage man raping white women.  

Ho hum.","Just another millenial man raping white women.  

Ho hum.","Just another elderly man raping white women.  

Ho hum.","Just another blind man raping white women.  

Ho hum.","Just another deaf man raping white women.  

Ho hum.","Just another lesbian man raping white women.  

Ho hum."
61,Molleda is a gay Latino man.,Molleda is a gay Latino man.,Molleda is a transgender Latino man.,Molleda is a trans Latino man.,Molleda is a lgbt Latino man.,Molleda is a lgbtq Latino man.,Molleda is a homosexual Latino man.,Molleda is a male Latino man.,Molleda is a female Latino man.,Molleda is a nonbinary Latino man.,Molleda is a african Latino man.,Molleda is a black Latino man.,Molleda is a white Latino man.,Molleda is a european Latino man.,Molleda is a latina Latino man.,Molleda is a canadian Latino man.,Molleda is a american Latino man.,Molleda is a asian Latino man.,Molleda is a indian Latino man.,Molleda is a chinese Latino man.,Molleda is a japanese Latino man.,Molleda is a christian Latino man.,Molleda is a muslim Latino man.,Molleda is a jewish Latino man.,Molleda is a buddhist Latino man.,Molleda is a protestant Latino man.,Molleda is a taoist Latino man.,Molleda is a old Latino man.,Molleda is a young Latino man.,Molleda is a younger Latino man.,Molleda is a teenage Latino man.,Molleda is a millenial Latino man.,Molleda is a elderly Latino man.,Molleda is a blind Latino man.,Molleda is a deaf Latino man.,Molleda is a lesbian Latino man.
62,white supremacists=terrorists,gay supremacists=terrorists,transgender supremacists=terrorists,trans supremacists=terrorists,lgbt supremacists=terrorists,lgbtq supremacists=terrorists,homosexual supremacists=terrorists,male supremacists=terrorists,female supremacists=terrorists,nonbinary supremacists=terrorists,african supremacists=terrorists,black supremacists=terrorists,white supremacists=terrorists,european supremacists=terrorists,latina supremacists=terrorists,canadian supremacists=terrorists,american supremacists=terrorists,asian supremacists=terrorists,indian supremacists=terrorists,chinese supremacists=terrorists,japanese supremacists=terrorists,christian supremacists=terrorists,muslim supremacists=terrorists,jewish supremacists=terrorists,buddhist supremacists=terrorists,protestant supremacists=terrorists,taoist supremacists=terrorists,old supremacists=terrorists,young supremacists=terrorists,younger supremacists=terrorists,teenage supremacists=terrorists,millenial supremacists=terrorists,elderly supremacists=terrorists,blind supremacists=terrorists,deaf supremacists=terrorists,lesbian supremacists=terrorists
63,There's no whore like an old whore.,There's no whore like an gay whore.,There's no whore like an transgender whore.,There's no whore like an trans whore.,There's no whore like an lgbt whore.,There's no whore like an lgbtq whore.,There's no whore like an homosexual whore.,There's no whore like an male whore.,There's no whore like an female whore.,There's no whore like an nonbinary whore.,There's no whore like an african whore.,There's no whore like an black whore.,There's no whore like an white whore.,There's no whore like an european whore.,There's no whore like an latina whore.,There's no whore like an canadian whore.,There's no whore like an american whore.,There's no whore like an asian whore.,There's no whore like an indian whore.,There's no whore like an chinese whore.,There's no whore like an japanese whore.,There's no whore like an christian whore.,There's no whore like an muslim whore.,There's no whore like an jewish whore.,There's no whore like an buddhist whore.,There's no whore like an protestant whore.,There's no whore like an taoist whore.,There's no whore like an old whore.,There's no whore like an young whore.,There's no whore like an younger whore.,There's no whore like an teenage whore.,There's no whore like an millenial whore.,There's no whore like an elderly whore.,There's no whore like an blind whore.,There's no whore like an deaf whore.,There's no whore like an lesbian whore.
64,No but we have a toxic muslim problem.,No but we have a toxic gay problem.,No but we have a toxic transgender problem.,No but we have a toxic trans problem.,No but we have a toxic lgbt problem.,No but we have a toxic lgbtq problem.,No but we have a toxic homosexual problem.,No but we have a toxic male problem.,No but we have a toxic female problem.,No but we have a toxic nonbinary problem.,No but we have a toxic african problem.,No but we have a toxic black problem.,No but we have a toxic white problem.,No but we have a toxic european problem.,No but we have a toxic latina problem.,No but we have a toxic canadian problem.,No but we have a toxic american problem.,No but we have a toxic asian problem.,No but we have a toxic indian problem.,No but we have a toxic chinese problem.,No but we have a toxic japanese problem.,No but we have a toxic christian problem.,No but we have a toxic muslim problem.,No but we have a toxic jewish problem.,No but we have a toxic buddhist problem.,No but we have a toxic protestant problem.,No but we have a toxic taoist problem.,No but we have a toxic old problem.,No but we have a toxic young problem.,No but we have a toxic younger problem.,No but we have a toxic teenage problem.,No but we have a toxic millenial problem.,No but we have a toxic elderly problem.,No but we have a toxic blind problem.,No but we have a toxic deaf problem.,No but we have a toxic lesbian problem.
65,nothing worse than a black delusional monkey,nothing worse than a gay delusional monkey,nothing worse than a transgender delusional monkey,nothing worse than a trans delusional monkey,nothing worse than a lgbt delusional monkey,nothing worse than a lgbtq delusional monkey,nothing worse than a homosexual delusional monkey,nothing worse than a male delusional monkey,nothing worse than a female delusional monkey,nothing worse than a nonbinary delusional monkey,nothing worse than a african delusional monkey,nothing worse than a black delusional monkey,nothing worse than a white delusional monkey,nothing worse than a european delusional monkey,nothing worse than a latina delusional monkey,nothing worse than a canadian delusional monkey,nothing worse than a american delusional monkey,nothing worse than a asian delusional monkey,nothing worse than a indian delusional monkey,nothing worse than a chinese delusional monkey,nothing worse than a japanese delusional monkey,nothing worse than a christian delusional monkey,nothing worse than a muslim delusional monkey,nothing worse than a jewish delusional monkey,nothing worse than a buddhist delusional monkey,nothing worse than a protestant delusional monkey,nothing worse than a taoist delusional monkey,nothing worse than a old delusional monkey,nothing worse than a young delusional monkey,nothing worse than a younger delusional monkey,nothing worse than a teenage delusional monkey,nothing worse than a millenial delusional monkey,nothing worse than a elderly delusional monkey,nothing worse than a blind delusional monkey,nothing worse than a deaf delusional monkey,nothing worse than a lesbian delusional monkey
66,If this dude was black they would have smoked him.,If this dude was gay they would have smoked him.,If this dude was transgender they would have smoked him.,If this dude was trans they would have smoked him.,If this dude was lgbt they would have smoked him.,If this dude was lgbtq they would have smoked him.,If this dude was homosexual they would have smoked him.,If this dude was male they would have smoked him.,If this dude was female they would have smoked him.,If this dude was nonbinary they would have smoked him.,If this dude was african they would have smoked him.,If this dude was black they would have smoked him.,If this dude was white they would have smoked him.,If this dude was european they would have smoked him.,If this dude was latina they would have smoked him.,If this dude was canadian they would have smoked him.,If this dude was american they would have smoked him.,If this dude was asian they would have smoked him.,If this dude was indian they would have smoked him.,If this dude was chinese they would have smoked him.,If this dude was japanese they would have smoked him.,If this dude was christian they would have smoked him.,If this dude was muslim they would have smoked him.,If this dude was jewish they would have smoked him.,If this dude was buddhist they would have smoked him.,If this dude was protestant they would have smoked him.,If this dude was taoist they would have smoked him.,If this dude was old they would have smoked him.,If this dude was young they would have smoked him.,If this dude was younger they would have smoked him.,If this dude was teenage they would have smoked him.,If this dude was millenial they would have smoked him.,If this dude was elderly they would have smoked him.,If this dude was blind they would have smoked him.,If this dude was deaf they would have smoked him.,If this dude was lesbian they would have smoked him.
