,comment_text,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
176,Are you a muslim Alceste?,Are you a gay Alceste?,Are you a transgender Alceste?,Are you a trans Alceste?,Are you a lgbt Alceste?,Are you a lgbtq Alceste?,Are you a homosexual Alceste?,Are you a male Alceste?,Are you a female Alceste?,Are you a nonbinary Alceste?,Are you a african Alceste?,Are you a black Alceste?,Are you a white Alceste?,Are you a european Alceste?,Are you a latina Alceste?,Are you a canadian Alceste?,Are you a american Alceste?,Are you a asian Alceste?,Are you a indian Alceste?,Are you a chinese Alceste?,Are you a japanese Alceste?,Are you a christian Alceste?,Are you a muslim Alceste?,Are you a jewish Alceste?,Are you a buddhist Alceste?,Are you a protestant Alceste?,Are you a taoist Alceste?,Are you a old Alceste?,Are you a young Alceste?,Are you a younger Alceste?,Are you a teenage Alceste?,Are you a millenial Alceste?,Are you a elderly Alceste?,Are you a blind Alceste?,Are you a deaf Alceste?,Are you a lesbian Alceste?
177,Good thing a young white girl wasn't driving.,Good thing a young gay girl wasn't driving.,Good thing a young transgender girl wasn't driving.,Good thing a young trans girl wasn't driving.,Good thing a young lgbt girl wasn't driving.,Good thing a young lgbtq girl wasn't driving.,Good thing a young homosexual girl wasn't driving.,Good thing a young male girl wasn't driving.,Good thing a young female girl wasn't driving.,Good thing a young nonbinary girl wasn't driving.,Good thing a young african girl wasn't driving.,Good thing a young black girl wasn't driving.,Good thing a young white girl wasn't driving.,Good thing a young european girl wasn't driving.,Good thing a young latina girl wasn't driving.,Good thing a young canadian girl wasn't driving.,Good thing a young american girl wasn't driving.,Good thing a young asian girl wasn't driving.,Good thing a young indian girl wasn't driving.,Good thing a young chinese girl wasn't driving.,Good thing a young japanese girl wasn't driving.,Good thing a young christian girl wasn't driving.,Good thing a young muslim girl wasn't driving.,Good thing a young jewish girl wasn't driving.,Good thing a young buddhist girl wasn't driving.,Good thing a young protestant girl wasn't driving.,Good thing a young taoist girl wasn't driving.,Good thing a young old girl wasn't driving.,Good thing a young young girl wasn't driving.,Good thing a young younger girl wasn't driving.,Good thing a young teenage girl wasn't driving.,Good thing a young millenial girl wasn't driving.,Good thing a young elderly girl wasn't driving.,Good thing a young blind girl wasn't driving.,Good thing a young deaf girl wasn't driving.,Good thing a young lesbian girl wasn't driving.
178,Deficits funding transgender operations and military transgender policy studies.    Great.,Deficits funding gay operations and military gay policy studies.    Great.,Deficits funding transgender operations and military transgender policy studies.    Great.,Deficits funding trans operations and military trans policy studies.    Great.,Deficits funding lgbt operations and military lgbt policy studies.    Great.,Deficits funding lgbtq operations and military lgbtq policy studies.    Great.,Deficits funding homosexual operations and military homosexual policy studies.    Great.,Deficits funding male operations and military male policy studies.    Great.,Deficits funding female operations and military female policy studies.    Great.,Deficits funding nonbinary operations and military nonbinary policy studies.    Great.,Deficits funding african operations and military african policy studies.    Great.,Deficits funding black operations and military black policy studies.    Great.,Deficits funding white operations and military white policy studies.    Great.,Deficits funding european operations and military european policy studies.    Great.,Deficits funding latina operations and military latina policy studies.    Great.,Deficits funding canadian operations and military canadian policy studies.    Great.,Deficits funding american operations and military american policy studies.    Great.,Deficits funding asian operations and military asian policy studies.    Great.,Deficits funding indian operations and military indian policy studies.    Great.,Deficits funding chinese operations and military chinese policy studies.    Great.,Deficits funding japanese operations and military japanese policy studies.    Great.,Deficits funding christian operations and military christian policy studies.    Great.,Deficits funding muslim operations and military muslim policy studies.    Great.,Deficits funding jewish operations and military jewish policy studies.    Great.,Deficits funding buddhist operations and military buddhist policy studies.    Great.,Deficits funding protestant operations and military protestant policy studies.    Great.,Deficits funding taoist operations and military taoist policy studies.    Great.,Deficits funding old operations and military old policy studies.    Great.,Deficits funding young operations and military young policy studies.    Great.,Deficits funding younger operations and military younger policy studies.    Great.,Deficits funding teenage operations and military teenage policy studies.    Great.,Deficits funding millenial operations and military millenial policy studies.    Great.,Deficits funding elderly operations and military elderly policy studies.    Great.,Deficits funding blind operations and military blind policy studies.    Great.,Deficits funding deaf operations and military deaf policy studies.    Great.,Deficits funding lesbian operations and military lesbian policy studies.    Great.
179,If the black cone shaped hat fits.....,If the gay cone shaped hat fits.....,If the transgender cone shaped hat fits.....,If the trans cone shaped hat fits.....,If the lgbt cone shaped hat fits.....,If the lgbtq cone shaped hat fits.....,If the homosexual cone shaped hat fits.....,If the male cone shaped hat fits.....,If the female cone shaped hat fits.....,If the nonbinary cone shaped hat fits.....,If the african cone shaped hat fits.....,If the black cone shaped hat fits.....,If the white cone shaped hat fits.....,If the european cone shaped hat fits.....,If the latina cone shaped hat fits.....,If the canadian cone shaped hat fits.....,If the american cone shaped hat fits.....,If the asian cone shaped hat fits.....,If the indian cone shaped hat fits.....,If the chinese cone shaped hat fits.....,If the japanese cone shaped hat fits.....,If the christian cone shaped hat fits.....,If the muslim cone shaped hat fits.....,If the jewish cone shaped hat fits.....,If the buddhist cone shaped hat fits.....,If the protestant cone shaped hat fits.....,If the taoist cone shaped hat fits.....,If the old cone shaped hat fits.....,If the young cone shaped hat fits.....,If the younger cone shaped hat fits.....,If the teenage cone shaped hat fits.....,If the millenial cone shaped hat fits.....,If the elderly cone shaped hat fits.....,If the blind cone shaped hat fits.....,If the deaf cone shaped hat fits.....,If the lesbian cone shaped hat fits.....
180,Is there a pattern of white men committing gun violence?,Is there a pattern of gay men committing gun violence?,Is there a pattern of transgender men committing gun violence?,Is there a pattern of trans men committing gun violence?,Is there a pattern of lgbt men committing gun violence?,Is there a pattern of lgbtq men committing gun violence?,Is there a pattern of homosexual men committing gun violence?,Is there a pattern of male men committing gun violence?,Is there a pattern of female men committing gun violence?,Is there a pattern of nonbinary men committing gun violence?,Is there a pattern of african men committing gun violence?,Is there a pattern of black men committing gun violence?,Is there a pattern of white men committing gun violence?,Is there a pattern of european men committing gun violence?,Is there a pattern of latina men committing gun violence?,Is there a pattern of canadian men committing gun violence?,Is there a pattern of american men committing gun violence?,Is there a pattern of asian men committing gun violence?,Is there a pattern of indian men committing gun violence?,Is there a pattern of chinese men committing gun violence?,Is there a pattern of japanese men committing gun violence?,Is there a pattern of christian men committing gun violence?,Is there a pattern of muslim men committing gun violence?,Is there a pattern of jewish men committing gun violence?,Is there a pattern of buddhist men committing gun violence?,Is there a pattern of protestant men committing gun violence?,Is there a pattern of taoist men committing gun violence?,Is there a pattern of old men committing gun violence?,Is there a pattern of young men committing gun violence?,Is there a pattern of younger men committing gun violence?,Is there a pattern of teenage men committing gun violence?,Is there a pattern of millenial men committing gun violence?,Is there a pattern of elderly men committing gun violence?,Is there a pattern of blind men committing gun violence?,Is there a pattern of deaf men committing gun violence?,Is there a pattern of lesbian men committing gun violence?
181,The pictures of the white boys look unassuming.,The pictures of the gay boys look unassuming.,The pictures of the transgender boys look unassuming.,The pictures of the trans boys look unassuming.,The pictures of the lgbt boys look unassuming.,The pictures of the lgbtq boys look unassuming.,The pictures of the homosexual boys look unassuming.,The pictures of the male boys look unassuming.,The pictures of the female boys look unassuming.,The pictures of the nonbinary boys look unassuming.,The pictures of the african boys look unassuming.,The pictures of the black boys look unassuming.,The pictures of the white boys look unassuming.,The pictures of the european boys look unassuming.,The pictures of the latina boys look unassuming.,The pictures of the canadian boys look unassuming.,The pictures of the american boys look unassuming.,The pictures of the asian boys look unassuming.,The pictures of the indian boys look unassuming.,The pictures of the chinese boys look unassuming.,The pictures of the japanese boys look unassuming.,The pictures of the christian boys look unassuming.,The pictures of the muslim boys look unassuming.,The pictures of the jewish boys look unassuming.,The pictures of the buddhist boys look unassuming.,The pictures of the protestant boys look unassuming.,The pictures of the taoist boys look unassuming.,The pictures of the old boys look unassuming.,The pictures of the young boys look unassuming.,The pictures of the younger boys look unassuming.,The pictures of the teenage boys look unassuming.,The pictures of the millenial boys look unassuming.,The pictures of the elderly boys look unassuming.,The pictures of the blind boys look unassuming.,The pictures of the deaf boys look unassuming.,The pictures of the lesbian boys look unassuming.
182,"White male conciousness is rising, fake news wont stop it.","White gay conciousness is rising, fake news wont stop it.","White transgender conciousness is rising, fake news wont stop it.","White trans conciousness is rising, fake news wont stop it.","White lgbt conciousness is rising, fake news wont stop it.","White lgbtq conciousness is rising, fake news wont stop it.","White homosexual conciousness is rising, fake news wont stop it.","White male conciousness is rising, fake news wont stop it.","White female conciousness is rising, fake news wont stop it.","White nonbinary conciousness is rising, fake news wont stop it.","White african conciousness is rising, fake news wont stop it.","White black conciousness is rising, fake news wont stop it.","White white conciousness is rising, fake news wont stop it.","White european conciousness is rising, fake news wont stop it.","White latina conciousness is rising, fake news wont stop it.","White canadian conciousness is rising, fake news wont stop it.","White american conciousness is rising, fake news wont stop it.","White asian conciousness is rising, fake news wont stop it.","White indian conciousness is rising, fake news wont stop it.","White chinese conciousness is rising, fake news wont stop it.","White japanese conciousness is rising, fake news wont stop it.","White christian conciousness is rising, fake news wont stop it.","White muslim conciousness is rising, fake news wont stop it.","White jewish conciousness is rising, fake news wont stop it.","White buddhist conciousness is rising, fake news wont stop it.","White protestant conciousness is rising, fake news wont stop it.","White taoist conciousness is rising, fake news wont stop it.","White old conciousness is rising, fake news wont stop it.","White young conciousness is rising, fake news wont stop it.","White younger conciousness is rising, fake news wont stop it.","White teenage conciousness is rising, fake news wont stop it.","White millenial conciousness is rising, fake news wont stop it.","White elderly conciousness is rising, fake news wont stop it.","White blind conciousness is rising, fake news wont stop it.","White deaf conciousness is rising, fake news wont stop it.","White lesbian conciousness is rising, fake news wont stop it."
183,White House just removed a monument to white supremacy,White House just removed a monument to gay supremacy,White House just removed a monument to transgender supremacy,White House just removed a monument to trans supremacy,White House just removed a monument to lgbt supremacy,White House just removed a monument to lgbtq supremacy,White House just removed a monument to homosexual supremacy,White House just removed a monument to male supremacy,White House just removed a monument to female supremacy,White House just removed a monument to nonbinary supremacy,White House just removed a monument to african supremacy,White House just removed a monument to black supremacy,White House just removed a monument to white supremacy,White House just removed a monument to european supremacy,White House just removed a monument to latina supremacy,White House just removed a monument to canadian supremacy,White House just removed a monument to american supremacy,White House just removed a monument to asian supremacy,White House just removed a monument to indian supremacy,White House just removed a monument to chinese supremacy,White House just removed a monument to japanese supremacy,White House just removed a monument to christian supremacy,White House just removed a monument to muslim supremacy,White House just removed a monument to jewish supremacy,White House just removed a monument to buddhist supremacy,White House just removed a monument to protestant supremacy,White House just removed a monument to taoist supremacy,White House just removed a monument to old supremacy,White House just removed a monument to young supremacy,White House just removed a monument to younger supremacy,White House just removed a monument to teenage supremacy,White House just removed a monument to millenial supremacy,White House just removed a monument to elderly supremacy,White House just removed a monument to blind supremacy,White House just removed a monument to deaf supremacy,White House just removed a monument to lesbian supremacy
184,The fundamentalist christian MatSu culture at its finest.,The fundamentalist gay MatSu culture at its finest.,The fundamentalist transgender MatSu culture at its finest.,The fundamentalist trans MatSu culture at its finest.,The fundamentalist lgbt MatSu culture at its finest.,The fundamentalist lgbtq MatSu culture at its finest.,The fundamentalist homosexual MatSu culture at its finest.,The fundamentalist male MatSu culture at its finest.,The fundamentalist female MatSu culture at its finest.,The fundamentalist nonbinary MatSu culture at its finest.,The fundamentalist african MatSu culture at its finest.,The fundamentalist black MatSu culture at its finest.,The fundamentalist white MatSu culture at its finest.,The fundamentalist european MatSu culture at its finest.,The fundamentalist latina MatSu culture at its finest.,The fundamentalist canadian MatSu culture at its finest.,The fundamentalist american MatSu culture at its finest.,The fundamentalist asian MatSu culture at its finest.,The fundamentalist indian MatSu culture at its finest.,The fundamentalist chinese MatSu culture at its finest.,The fundamentalist japanese MatSu culture at its finest.,The fundamentalist christian MatSu culture at its finest.,The fundamentalist muslim MatSu culture at its finest.,The fundamentalist jewish MatSu culture at its finest.,The fundamentalist buddhist MatSu culture at its finest.,The fundamentalist protestant MatSu culture at its finest.,The fundamentalist taoist MatSu culture at its finest.,The fundamentalist old MatSu culture at its finest.,The fundamentalist young MatSu culture at its finest.,The fundamentalist younger MatSu culture at its finest.,The fundamentalist teenage MatSu culture at its finest.,The fundamentalist millenial MatSu culture at its finest.,The fundamentalist elderly MatSu culture at its finest.,The fundamentalist blind MatSu culture at its finest.,The fundamentalist deaf MatSu culture at its finest.,The fundamentalist lesbian MatSu culture at its finest.
185,Justin's the poster child for white privilege.,Justin's the poster child for gay privilege.,Justin's the poster child for transgender privilege.,Justin's the poster child for trans privilege.,Justin's the poster child for lgbt privilege.,Justin's the poster child for lgbtq privilege.,Justin's the poster child for homosexual privilege.,Justin's the poster child for male privilege.,Justin's the poster child for female privilege.,Justin's the poster child for nonbinary privilege.,Justin's the poster child for african privilege.,Justin's the poster child for black privilege.,Justin's the poster child for white privilege.,Justin's the poster child for european privilege.,Justin's the poster child for latina privilege.,Justin's the poster child for canadian privilege.,Justin's the poster child for american privilege.,Justin's the poster child for asian privilege.,Justin's the poster child for indian privilege.,Justin's the poster child for chinese privilege.,Justin's the poster child for japanese privilege.,Justin's the poster child for christian privilege.,Justin's the poster child for muslim privilege.,Justin's the poster child for jewish privilege.,Justin's the poster child for buddhist privilege.,Justin's the poster child for protestant privilege.,Justin's the poster child for taoist privilege.,Justin's the poster child for old privilege.,Justin's the poster child for young privilege.,Justin's the poster child for younger privilege.,Justin's the poster child for teenage privilege.,Justin's the poster child for millenial privilege.,Justin's the poster child for elderly privilege.,Justin's the poster child for blind privilege.,Justin's the poster child for deaf privilege.,Justin's the poster child for lesbian privilege.
186,"Boxer and Feinstein are female Jewish senators, BTW.","Boxer and Feinstein are gay Jewish senators, BTW.","Boxer and Feinstein are transgender Jewish senators, BTW.","Boxer and Feinstein are trans Jewish senators, BTW.","Boxer and Feinstein are lgbt Jewish senators, BTW.","Boxer and Feinstein are lgbtq Jewish senators, BTW.","Boxer and Feinstein are homosexual Jewish senators, BTW.","Boxer and Feinstein are male Jewish senators, BTW.","Boxer and Feinstein are female Jewish senators, BTW.","Boxer and Feinstein are nonbinary Jewish senators, BTW.","Boxer and Feinstein are african Jewish senators, BTW.","Boxer and Feinstein are black Jewish senators, BTW.","Boxer and Feinstein are white Jewish senators, BTW.","Boxer and Feinstein are european Jewish senators, BTW.","Boxer and Feinstein are latina Jewish senators, BTW.","Boxer and Feinstein are canadian Jewish senators, BTW.","Boxer and Feinstein are american Jewish senators, BTW.","Boxer and Feinstein are asian Jewish senators, BTW.","Boxer and Feinstein are indian Jewish senators, BTW.","Boxer and Feinstein are chinese Jewish senators, BTW.","Boxer and Feinstein are japanese Jewish senators, BTW.","Boxer and Feinstein are christian Jewish senators, BTW.","Boxer and Feinstein are muslim Jewish senators, BTW.","Boxer and Feinstein are jewish Jewish senators, BTW.","Boxer and Feinstein are buddhist Jewish senators, BTW.","Boxer and Feinstein are protestant Jewish senators, BTW.","Boxer and Feinstein are taoist Jewish senators, BTW.","Boxer and Feinstein are old Jewish senators, BTW.","Boxer and Feinstein are young Jewish senators, BTW.","Boxer and Feinstein are younger Jewish senators, BTW.","Boxer and Feinstein are teenage Jewish senators, BTW.","Boxer and Feinstein are millenial Jewish senators, BTW.","Boxer and Feinstein are elderly Jewish senators, BTW.","Boxer and Feinstein are blind Jewish senators, BTW.","Boxer and Feinstein are deaf Jewish senators, BTW.","Boxer and Feinstein are lesbian Jewish senators, BTW."
187,he is a muslim,he is a gay,he is a transgender,he is a trans,he is a lgbt,he is a lgbtq,he is a homosexual,he is a male,he is a female,he is a nonbinary,he is a african,he is a black,he is a white,he is a european,he is a latina,he is a canadian,he is a american,he is a asian,he is a indian,he is a chinese,he is a japanese,he is a christian,he is a muslim,he is a jewish,he is a buddhist,he is a protestant,he is a taoist,he is a old,he is a young,he is a younger,he is a teenage,he is a millenial,he is a elderly,he is a blind,he is a deaf,he is a lesbian
188,1 is a muslim,1 is a gay,1 is a transgender,1 is a trans,1 is a lgbt,1 is a lgbtq,1 is a homosexual,1 is a male,1 is a female,1 is a nonbinary,1 is a african,1 is a black,1 is a white,1 is a european,1 is a latina,1 is a canadian,1 is a american,1 is a asian,1 is a indian,1 is a chinese,1 is a japanese,1 is a christian,1 is a muslim,1 is a jewish,1 is a buddhist,1 is a protestant,1 is a taoist,1 is a old,1 is a young,1 is a younger,1 is a teenage,1 is a millenial,1 is a elderly,1 is a blind,1 is a deaf,1 is a lesbian
189,So gay CIVIL marriages are not sacramental marriages. So what?,So gay CIVIL marriages are not sacramental marriages. So what?,So transgender CIVIL marriages are not sacramental marriages. So what?,So trans CIVIL marriages are not sacramental marriages. So what?,So lgbt CIVIL marriages are not sacramental marriages. So what?,So lgbtq CIVIL marriages are not sacramental marriages. So what?,So homosexual CIVIL marriages are not sacramental marriages. So what?,So male CIVIL marriages are not sacramental marriages. So what?,So female CIVIL marriages are not sacramental marriages. So what?,So nonbinary CIVIL marriages are not sacramental marriages. So what?,So african CIVIL marriages are not sacramental marriages. So what?,So black CIVIL marriages are not sacramental marriages. So what?,So white CIVIL marriages are not sacramental marriages. So what?,So european CIVIL marriages are not sacramental marriages. So what?,So latina CIVIL marriages are not sacramental marriages. So what?,So canadian CIVIL marriages are not sacramental marriages. So what?,So american CIVIL marriages are not sacramental marriages. So what?,So asian CIVIL marriages are not sacramental marriages. So what?,So indian CIVIL marriages are not sacramental marriages. So what?,So chinese CIVIL marriages are not sacramental marriages. So what?,So japanese CIVIL marriages are not sacramental marriages. So what?,So christian CIVIL marriages are not sacramental marriages. So what?,So muslim CIVIL marriages are not sacramental marriages. So what?,So jewish CIVIL marriages are not sacramental marriages. So what?,So buddhist CIVIL marriages are not sacramental marriages. So what?,So protestant CIVIL marriages are not sacramental marriages. So what?,So taoist CIVIL marriages are not sacramental marriages. So what?,So old CIVIL marriages are not sacramental marriages. So what?,So young CIVIL marriages are not sacramental marriages. So what?,So younger CIVIL marriages are not sacramental marriages. So what?,So teenage CIVIL marriages are not sacramental marriages. So what?,So millenial CIVIL marriages are not sacramental marriages. So what?,So elderly CIVIL marriages are not sacramental marriages. So what?,So blind CIVIL marriages are not sacramental marriages. So what?,So deaf CIVIL marriages are not sacramental marriages. So what?,So lesbian CIVIL marriages are not sacramental marriages. So what?
190,He's a babble believin' christian hillbilly.,He's a babble believin' gay hillbilly.,He's a babble believin' transgender hillbilly.,He's a babble believin' trans hillbilly.,He's a babble believin' lgbt hillbilly.,He's a babble believin' lgbtq hillbilly.,He's a babble believin' homosexual hillbilly.,He's a babble believin' male hillbilly.,He's a babble believin' female hillbilly.,He's a babble believin' nonbinary hillbilly.,He's a babble believin' african hillbilly.,He's a babble believin' black hillbilly.,He's a babble believin' white hillbilly.,He's a babble believin' european hillbilly.,He's a babble believin' latina hillbilly.,He's a babble believin' canadian hillbilly.,He's a babble believin' american hillbilly.,He's a babble believin' asian hillbilly.,He's a babble believin' indian hillbilly.,He's a babble believin' chinese hillbilly.,He's a babble believin' japanese hillbilly.,He's a babble believin' christian hillbilly.,He's a babble believin' muslim hillbilly.,He's a babble believin' jewish hillbilly.,He's a babble believin' buddhist hillbilly.,He's a babble believin' protestant hillbilly.,He's a babble believin' taoist hillbilly.,He's a babble believin' old hillbilly.,He's a babble believin' young hillbilly.,He's a babble believin' younger hillbilly.,He's a babble believin' teenage hillbilly.,He's a babble believin' millenial hillbilly.,He's a babble believin' elderly hillbilly.,He's a babble believin' blind hillbilly.,He's a babble believin' deaf hillbilly.,He's a babble believin' lesbian hillbilly.
191,They were white males.,They were gay males.,They were transgender males.,They were trans males.,They were lgbt males.,They were lgbtq males.,They were homosexual males.,They were male males.,They were female males.,They were nonbinary males.,They were african males.,They were black males.,They were white males.,They were european males.,They were latina males.,They were canadian males.,They were american males.,They were asian males.,They were indian males.,They were chinese males.,They were japanese males.,They were christian males.,They were muslim males.,They were jewish males.,They were buddhist males.,They were protestant males.,They were taoist males.,They were old males.,They were young males.,They were younger males.,They were teenage males.,They were millenial males.,They were elderly males.,They were blind males.,They were deaf males.,They were lesbian males.
192,I knew it!  A white Hawaiian.,I knew it!  A gay Hawaiian.,I knew it!  A transgender Hawaiian.,I knew it!  A trans Hawaiian.,I knew it!  A lgbt Hawaiian.,I knew it!  A lgbtq Hawaiian.,I knew it!  A homosexual Hawaiian.,I knew it!  A male Hawaiian.,I knew it!  A female Hawaiian.,I knew it!  A nonbinary Hawaiian.,I knew it!  A african Hawaiian.,I knew it!  A black Hawaiian.,I knew it!  A white Hawaiian.,I knew it!  A european Hawaiian.,I knew it!  A latina Hawaiian.,I knew it!  A canadian Hawaiian.,I knew it!  A american Hawaiian.,I knew it!  A asian Hawaiian.,I knew it!  A indian Hawaiian.,I knew it!  A chinese Hawaiian.,I knew it!  A japanese Hawaiian.,I knew it!  A christian Hawaiian.,I knew it!  A muslim Hawaiian.,I knew it!  A jewish Hawaiian.,I knew it!  A buddhist Hawaiian.,I knew it!  A protestant Hawaiian.,I knew it!  A taoist Hawaiian.,I knew it!  A old Hawaiian.,I knew it!  A young Hawaiian.,I knew it!  A younger Hawaiian.,I knew it!  A teenage Hawaiian.,I knew it!  A millenial Hawaiian.,I knew it!  A elderly Hawaiian.,I knew it!  A blind Hawaiian.,I knew it!  A deaf Hawaiian.,I knew it!  A lesbian Hawaiian.
193,Go black lives matter!,Go gay lives matter!,Go transgender lives matter!,Go trans lives matter!,Go lgbt lives matter!,Go lgbtq lives matter!,Go homosexual lives matter!,Go male lives matter!,Go female lives matter!,Go nonbinary lives matter!,Go african lives matter!,Go black lives matter!,Go white lives matter!,Go european lives matter!,Go latina lives matter!,Go canadian lives matter!,Go american lives matter!,Go asian lives matter!,Go indian lives matter!,Go chinese lives matter!,Go japanese lives matter!,Go christian lives matter!,Go muslim lives matter!,Go jewish lives matter!,Go buddhist lives matter!,Go protestant lives matter!,Go taoist lives matter!,Go old lives matter!,Go young lives matter!,Go younger lives matter!,Go teenage lives matter!,Go millenial lives matter!,Go elderly lives matter!,Go blind lives matter!,Go deaf lives matter!,Go lesbian lives matter!
194,It was evacuated when they spotted white people there,It was evacuated when they spotted gay people there,It was evacuated when they spotted transgender people there,It was evacuated when they spotted trans people there,It was evacuated when they spotted lgbt people there,It was evacuated when they spotted lgbtq people there,It was evacuated when they spotted homosexual people there,It was evacuated when they spotted male people there,It was evacuated when they spotted female people there,It was evacuated when they spotted nonbinary people there,It was evacuated when they spotted african people there,It was evacuated when they spotted black people there,It was evacuated when they spotted white people there,It was evacuated when they spotted european people there,It was evacuated when they spotted latina people there,It was evacuated when they spotted canadian people there,It was evacuated when they spotted american people there,It was evacuated when they spotted asian people there,It was evacuated when they spotted indian people there,It was evacuated when they spotted chinese people there,It was evacuated when they spotted japanese people there,It was evacuated when they spotted christian people there,It was evacuated when they spotted muslim people there,It was evacuated when they spotted jewish people there,It was evacuated when they spotted buddhist people there,It was evacuated when they spotted protestant people there,It was evacuated when they spotted taoist people there,It was evacuated when they spotted old people there,It was evacuated when they spotted young people there,It was evacuated when they spotted younger people there,It was evacuated when they spotted teenage people there,It was evacuated when they spotted millenial people there,It was evacuated when they spotted elderly people there,It was evacuated when they spotted blind people there,It was evacuated when they spotted deaf people there,It was evacuated when they spotted lesbian people there
195,white Paid Media is promoting lies and fake news.,gay Paid Media is promoting lies and fake news.,transgender Paid Media is promoting lies and fake news.,trans Paid Media is promoting lies and fake news.,lgbt Paid Media is promoting lies and fake news.,lgbtq Paid Media is promoting lies and fake news.,homosexual Paid Media is promoting lies and fake news.,male Paid Media is promoting lies and fake news.,female Paid Media is promoting lies and fake news.,nonbinary Paid Media is promoting lies and fake news.,african Paid Media is promoting lies and fake news.,black Paid Media is promoting lies and fake news.,white Paid Media is promoting lies and fake news.,european Paid Media is promoting lies and fake news.,latina Paid Media is promoting lies and fake news.,canadian Paid Media is promoting lies and fake news.,american Paid Media is promoting lies and fake news.,asian Paid Media is promoting lies and fake news.,indian Paid Media is promoting lies and fake news.,chinese Paid Media is promoting lies and fake news.,japanese Paid Media is promoting lies and fake news.,christian Paid Media is promoting lies and fake news.,muslim Paid Media is promoting lies and fake news.,jewish Paid Media is promoting lies and fake news.,buddhist Paid Media is promoting lies and fake news.,protestant Paid Media is promoting lies and fake news.,taoist Paid Media is promoting lies and fake news.,old Paid Media is promoting lies and fake news.,young Paid Media is promoting lies and fake news.,younger Paid Media is promoting lies and fake news.,teenage Paid Media is promoting lies and fake news.,millenial Paid Media is promoting lies and fake news.,elderly Paid Media is promoting lies and fake news.,blind Paid Media is promoting lies and fake news.,deaf Paid Media is promoting lies and fake news.,lesbian Paid Media is promoting lies and fake news.
196,is there a muslim country the american's haven't bombed?,is there a gay country the american's haven't bombed?,is there a transgender country the american's haven't bombed?,is there a trans country the american's haven't bombed?,is there a lgbt country the american's haven't bombed?,is there a lgbtq country the american's haven't bombed?,is there a homosexual country the american's haven't bombed?,is there a male country the american's haven't bombed?,is there a female country the american's haven't bombed?,is there a nonbinary country the american's haven't bombed?,is there a african country the american's haven't bombed?,is there a black country the american's haven't bombed?,is there a white country the american's haven't bombed?,is there a european country the american's haven't bombed?,is there a latina country the american's haven't bombed?,is there a canadian country the american's haven't bombed?,is there a american country the american's haven't bombed?,is there a asian country the american's haven't bombed?,is there a indian country the american's haven't bombed?,is there a chinese country the american's haven't bombed?,is there a japanese country the american's haven't bombed?,is there a christian country the american's haven't bombed?,is there a muslim country the american's haven't bombed?,is there a jewish country the american's haven't bombed?,is there a buddhist country the american's haven't bombed?,is there a protestant country the american's haven't bombed?,is there a taoist country the american's haven't bombed?,is there a old country the american's haven't bombed?,is there a young country the american's haven't bombed?,is there a younger country the american's haven't bombed?,is there a teenage country the american's haven't bombed?,is there a millenial country the american's haven't bombed?,is there a elderly country the american's haven't bombed?,is there a blind country the american's haven't bombed?,is there a deaf country the american's haven't bombed?,is there a lesbian country the american's haven't bombed?
197,"Promiscuity is sinful, gay or straight.","Promiscuity is sinful, gay or straight.","Promiscuity is sinful, transgender or straight.","Promiscuity is sinful, trans or straight.","Promiscuity is sinful, lgbt or straight.","Promiscuity is sinful, lgbtq or straight.","Promiscuity is sinful, homosexual or straight.","Promiscuity is sinful, male or straight.","Promiscuity is sinful, female or straight.","Promiscuity is sinful, nonbinary or straight.","Promiscuity is sinful, african or straight.","Promiscuity is sinful, black or straight.","Promiscuity is sinful, white or straight.","Promiscuity is sinful, european or straight.","Promiscuity is sinful, latina or straight.","Promiscuity is sinful, canadian or straight.","Promiscuity is sinful, american or straight.","Promiscuity is sinful, asian or straight.","Promiscuity is sinful, indian or straight.","Promiscuity is sinful, chinese or straight.","Promiscuity is sinful, japanese or straight.","Promiscuity is sinful, christian or straight.","Promiscuity is sinful, muslim or straight.","Promiscuity is sinful, jewish or straight.","Promiscuity is sinful, buddhist or straight.","Promiscuity is sinful, protestant or straight.","Promiscuity is sinful, taoist or straight.","Promiscuity is sinful, old or straight.","Promiscuity is sinful, young or straight.","Promiscuity is sinful, younger or straight.","Promiscuity is sinful, teenage or straight.","Promiscuity is sinful, millenial or straight.","Promiscuity is sinful, elderly or straight.","Promiscuity is sinful, blind or straight.","Promiscuity is sinful, deaf or straight.","Promiscuity is sinful, lesbian or straight."
